PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Schillinger, WF				Schillinger, William F.			New winter crops and rotations for the Pacific Northwest low-precipitation drylands	AGRONOMY JOURNAL												This article is an overview of recent advances in dryland cropping in the region of the Inland Pacific Northwest of the United States (PNW) that receives <300 mm annual precipitation. The climate of the region is Mediterranean-like with wet winters and dry summers. For the past 130 yr, monocrop 2-yr winter wheat (Triticum aestivum L.)-fallow (WW-F) has been the dominant rotation practiced on >90% of rainfed cropland throughout this region. Rapid advances in technology in the past several decades and the realities of dryland farm economics prompted most farmers to expand their land area and adopt conservation tillage and no-tillage practices. Three relatively new crops have gained some foothold in the past decade. These crops are winter pea (WP) (Pisum sativum L.), winter canola (WC) (Brassica napus L.), and winter triticale (WT) (X Triticosecale Wittmack). Like WW, all three of these "new" winter crops need to be planted in late August-early September into carryover soil moisture after a 13- to 14-mo fallow period to achieve optimum yield potential. Researchers and farmers have experimented with a multitude of spring-planted crops but, to date, all have shown high year-to-year variability in yield and none have been economically viable in the long term. The focus of this paper is to summarize major research conducted on WP, WC, and WT, as well as farmers' attitudes on the potential of these three winter crops for wheat-based rotations in the PNW drylands.					Schillinger, William/P-4112-2019	Schillinger, William/0000-0001-9285-8159													0002-1962	1435-0645				SEP-OCT	2020	112	5					3335	3349		10.1002/agj2.20354	http://dx.doi.org/10.1002/agj2.20354													WOS:000600983000011
J	Lambert, LH; English, BC; Clark, CC; Lambert, DM; Menard, RJ; Hellwinckel, CM; Smith, SA; Papanicolaou, A				Lambert, Lixia H.; English, Burton C.; Clark, Christopher C.; Lambert, Dayton M.; Menard, Robert J.; Hellwinckel, Chad M.; Smith, S. Aaron; Papanicolaou, Athanasios			Local effects of climate change on row crop production and irrigation adoption	CLIMATE RISK MANAGEMENT												Global climate change will affect crop productivity, technology adoption, and commodity food and fiber prices. This research investigates the ex-ante effects of climate change on cropping mix and irrigation decisions at a watershed scale by integrating a downscaled General Circulation Model (GCM) projections, a crop growth model, and an economic model of the row crop sector typical of corn, soybean, wheat, and sorghum operations in Tennessee, United States. The downscaled GCM is used to generate weather patterns for Tennessee's watersheds to 2049, under moderate and high greenhouse gas (GHG) emission assumptions. Crop yields and commodity prices were also estimated under these prevailing climate scenarios. Compared with the moderate emission level scenario, greater GHG emissions decrease dryland crop productivity and cause commodity prices to trend upward. A row crop optimization model was developed under the assumption that producers are profit maximizers who base their cropping decisions on the previous yield performance of a cropping system, commodity prices, and production functions, subject to resource constrains. Results suggest that producers in some watersheds adopt irrigation to minimize variability in net returns if water is available. Dryland and irrigated soybeans, dryland corn, and dryland soybean-wheat double cropping could become the dominant cropping systems in watersheds located in western Tennessee while irrigated and dryland soybeans could become the dominant row crop in watersheds located in middle Tennessee.					Lambert, Dayton/A-8401-2009														2212-0963						2021	32								100293	10.1016/j.crm.2021.100293	http://dx.doi.org/10.1016/j.crm.2021.100293		MAR 2021											WOS:000663363200006
J	Chai, YW; Chai, Q; Li, YW; Li, R; Cheng, HB; Chang, L; Chai, SX; Han, FX; Ma, JT				Chai, Yuwei; Chai, Qiang; Li, Yawei; Li, Rui; Cheng, Hongbo; Chang, Lei; Chai, Shouxi; Han, Fanxiang; Ma, Jiantao			Increasing yields while reducing soil nutrient accumulation by straw strip mulching in the dryland wheat (<i>Triticum</i> <i>aestivum </i>L.) cropping system of Northwest China	AGRICULTURE ECOSYSTEMS & ENVIRONMENT												Surface mulching is an effective strategy to increase yields in rainfed agroecosystems. The plastic film residue and overuse of chemical fertilizer cause a serious non-point source pollution and high production input cost. With mulching, farmers typically attempt to maintain the balance of soil nutrients and reduce fertilizer use while ensuring high yields. Straw strip mulching (SM) is a new mulching technique, but the effects on nutrient uptake have not been studied yet. Therefore, 19 field comparative experiments were conducted in four growth seasons of winter wheat with three mulching treatments: (1) straw strip mulch (SM), a partial ground mulching using whole corn stalks that alternate with planting strips without mulch; (2) full-field plastic film mulching (PM); and (3) no mulching with wheat sown in rows, as a control (CK). Compared with CK, on average over all experiments, SM increased grain yield by 11.5%, biomass by 19.0%, the total aboveground uptakes of nitrogen (N), phosphorus (P) and potassium (K) by 16.1%, 18.4% and 22.9%. There were no significant differences between SM and CK in N and P requirements, the N, P and K concentrations in grain. The increased total aboveground uptake of each nutrient was closely associated with higher biomass, grain yield and straw yield (r = 0.66-0.84, P < 0.01). Relative to CK, SM significantly decreased the total accumulation of residual NO3-N in the top 100 cm at maturity stage by 32.3% (22.7 kg ha(-1)) in typical fertilization (N, 120 kg ha(-1); P2O5, 90 kg ha(-1)) and by 33.8% (45.8 kg ha(-1)) in high fertilization (N, 150 kg ha(-1); P2O5, 120 kg ha(-1)), and the leaching of NO3-N into the deep soil below 40 cm. When only grain nutrients exported from the field after harvest in typical fertilization, N balance in SM, PM and CK accounted for 43.8%, 38.5% and 48.6% of N input, while P balance for 74.8%, 74.0% and 78.4% of P input, respectively, indicating possible saving potentials in fertilizer costs for all treatment, but the saving potential of P is much greater than that of N. Relative to PM, SM had similar the total aboveground nutrients uptake, similar to or slightly less grain yields, and higher economic benefit. SM is suitable for popularizing in a semiarid rainfed agroecosystem.																			0167-8809	1873-2305				MAR 1	2022	326								107797	10.1016/j.agee.2021.107797	http://dx.doi.org/10.1016/j.agee.2021.107797													WOS:000790336700007
J	Wu, Y; Wang, Q; Wang, HM; Wang, WJ; Han, SJ				Wu, Yan; Wang, Qiong; Wang, Huimei; Wang, Wenjie; Han, Shijie			Shelterbelt Poplar Forests Induced Soil Changes in Deep Soil Profiles and Climates Contributed Their Inter-site Variations in Dryland Regions, Northeastern China	FRONTIERS IN PLANT SCIENCE												The influence of shelterbelt afforestation on soils in different-depth profiles and possible interaction with climatic conditions is important for evaluating ecological effects of large-scale afforestation programs. In the Songnen Plain, northeastern China, 720 soil samples were collected from five different soil layers (0-20, 20-40, 40-60, 60-80, and 80-100 cm) in shelterbelt poplar forests and neighboring farmlands. Soil physiochemical properties [pH, electrical conductivity (EC), soil porosity, soil moisture and bulk density], soil carbon and nutrients [soil organic carbon (SOC), N, alkaline-hydrolyzed N, P, available P, K and available K], forest characteristics [tree height, diameter at breast height (DBH), and density], climatic conditions [mean annual temperature (MAT), mean annual precipitation (MAP), and aridity index (ARID)], and soil texture (percentage of silt, clay, and sand) were measured. We found that the effects of shelterbelt afforestation on bulk density, porosity, available K, and total P were observed up to 100 cm deep; while the changes in available K and P were several-fold higher in the 0-20 cm soil layer than that in deeper layers (p < 0.05). For other parameters (soil pH and EC), shelterbelt-influences were mainly observed in surface soils, e.g., EC was 14.7% lower in shelterbelt plantations than that in farmlands in the 0-20 cm layer, about 2.5-3.5-fold higher than 60-100 cm soil inclusion. For soil moisture, shelterbelt afforestation decreased soil water by 7.3-8.7% in deep soils (p < 0.05), while no significant change was in 0-20 cm soil. For SOC and N, no significant differences between shelterbelt and farmlands were found in all five-depth soil profiles. Large inter-site variations were found for all shelterbelt-induced soil changes (p < 0.05) except for total K in the 0-20 cm layer. MAT and silt content provided the greatest explanation powers for inter-site variations in shelterbelt-induced soil properties changes. However, in deeper soils, water (ARID and MAP) explained more of the variation than that in surface soils. Therefore, shelterbelt afforestation in northeastern China could affect aspects of soil properties down to 100 cm deep, with inter-site variations mainly controlled by climate and soil texture, and greater contribution from water characteristics in deeper soils.					wang, wenjie/G-9041-2014	wang, wenjie/0000-0003-0465-686X													1664-462X					MAR 5	2019	10								220	10.3389/fpls.2019.00220	http://dx.doi.org/10.3389/fpls.2019.00220								30899268					WOS:000460328000001
J	Ren, Q; He, CY; Huang, QX; Shi, PJ; Zhang, D; Güneralp, B				Ren, Qiang; He, Chunyang; Huang, Qingxu; Shi, Peijun; Zhang, Da; Guneralp, Burak			Impacts of urban expansion on natural habitats in global drylands	NATURE SUSTAINABILITY												Urban regions are growing rapidly worldwide, threatening surrounding habitats, including in drylands. This study finds that indirect impacts to surrounding drylands are more than ten times greater than direct impacts and that such impacted areas contain almost 60% of threatened species globally. Urban regions across the world have expanded rapidly in recent decades, affecting fragile natural habitats, including in drylands, and threatening the achievement of the UN Sustainable Development Goal 15, 'life on land'. Yet, few studies have comprehensively investigated impacts of urban expansion on natural dryland habitats globally even though these cover 40% of global land area and provide habitats for 28% of endangered species. Here, we quantify at multiple scales the loss of habitat quality directly and indirectly caused by dryland urban expansion. Direct impacts are conversions of natural habitats to urban land. We define indirect impacts as proximate impacts within 10 km around the expanded urban land footprint. We found that although urban expansion from 1992 to 2016 resulted in an average 0.8% loss of dryland habitat quality, the indirect impacts were 10-15 times greater. By considering the coincidence of habitat-quality loss and threatened species ranges, we found that, globally, nearly 60% of threatened species were affected by such indirect impacts of dryland urban expansion. Our findings suggest that strategic management is imperative to mitigate the substantial impacts of dryland urban expansion on biodiversity.					Guneralp, Burak/Y-3616-2019; Huang, Qingxu/R-8956-2019	Guneralp, Burak/0000-0002-5825-0630; Huang, Qingxu/0000-0003-4902-716X; Ren, Qiang/0000-0003-3203-1605													2398-9629					OCT	2022	5	10					869	878		10.1038/s41893-022-00930-8	http://dx.doi.org/10.1038/s41893-022-00930-8		JUL 2022											WOS:000829696600001
J	del Campo, AD; Segura-Orenga, G; Bautista, I; Ceacero, CJ; González-Sanchis, M; Molina, AJ; Hermoso, J				del Campo, Antonio D.; Segura-Orenga, Guillem; Bautista, Inmaculada; Ceacero, Carlos J.; Gonzalez-Sanchis, Maria; Molina, Antonio J.; Hermoso, Javier			Assessing reforestation failure at the project scale: The margin for technical improvement under harsh conditions. A case study in a Mediterranean Dryland	SCIENCE OF THE TOTAL ENVIRONMENT												Poor reforestation outcomes imply failure to fulfill program goals and tend to erode institutional willpower and political momentum towards reforestation efforts, affecting both public and private support. However, program improvement in real reforestation projects is challenging, due to the conjunction of many different variables that mutually interact and feed back on each other inextricably. This study develops a comprehensive assessment framework for reforestation programs, for which technical and environmental information is gathered and related to indicators of performance in both the short- and mid-term. This assessment, tested on a case study, aimed to provide reliable end-results for survival and growth, revealed pitfalls in successful plantation establishment and taught us how to improve plantation performance and what the margin for this improvement was. The selected project was carried out on harsh site conditions, with different species, cultivation treatments and contractors, and was affected by the driest year on record. Plantation mortality was high and increased progressively over time, particularly in the short-term when the rate was 53% (rising to 83% after ten years), showing high variation between sites and species (Pinus pinaster and Quercus faginea died more than 94% after ten years while Junipus phoenicea only 40%). All the hardwoods and the juniper showed lower growth rate after ten years (average stem volume < 40 cm(3)) than pines (stem volume > 470 cm(3)). Technical variables (project planning and execution) had a relatively important impact on plantation performance in the first two years (11-29%), but decreased with time, whilst environmental variables (site and meteorological) were more important ten years after planting (>50%). In the short-term, soil moisture and meteorology during the planting season were identified as key factors that triggered the effects of both technical decisions (planting date and planting technique) and other environmental variables on performance. In the design phase, some decisions related to zoning, species selection and cultural treatments were related to poor performance. The results provide practical information and guidelines about all potential drivers of plantation performance and contribute to identify those aspects more related to success of forest restoration in Mediterranean drylands. (C) 2021 Elsevier B.V. All rights reserved.					Ruiz, Carlos Juan Ceacero/L-4782-2017; Molina, Antonio J./ABI-6124-2020; Bautista, Inmaculada/K-9245-2014; del Campo, Antonio/F-7445-2014	Ruiz, Carlos Juan Ceacero/0000-0001-9056-0906; Molina, Antonio J./0000-0002-2073-5843; Bautista, Inmaculada/0000-0003-2977-5136; del Campo, Antonio/0000-0002-5279-4215; Segura, Guillem/0000-0003-2197-347X													0048-9697	1879-1026				NOV 20	2021	796								148952	10.1016/j.scitotenv.2021.148952	http://dx.doi.org/10.1016/j.scitotenv.2021.148952		JUL 2021						34274661					WOS:000698509800009
J	He, XS; Huang, WY; Yang, ZF; Wright, JS; Wang, B; Xie, ZW; Qiu, TP; Dong, WH; Lu, H; Li, X; Liao, J				He, Xinsheng; Huang, Wenyu; Yang, Zifan; Wright, Jonathon S.; Wang, Bin; Xie, Zuowei; Qiu, Tianpei; Dong, Wenhao; Lu, Hui; Li, Xiang; Liao, Jie			Favorable Circulation Patterns and Moisture Sources for Wintertime Extreme Precipitation Events Over the Balkhash-Junggar Region	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES												The Balkhash-Junggar (B-J) region is a typical dryland region with strong sensitivity to climate change. The snowstorms of the year 2009 caused financial damage worth of 2,516 million RMB. This study examines the dynamical features and the moisture sources associated with wintertime extreme precipitation over the B-J region. The analyses are based primarily on the data set from ERA-Interim during DJF 1979-2017. Both Lagrangian and Eulerian approaches are used to examine the moisture sources. An upper-tropospheric Rossby wave train that extends from the North Atlantic Ocean to the B-J region is found to play a leading role in the formation of 127 wintertime extreme precipitation events in the B-J region. This Rossby wave train deepens a cyclonic anomaly in the lower troposphere over the B-J region, which favors the development of strong southwesterly moisture transport and strong updrafts there. These conditions are favorable for the occurrence of extreme precipitation events over the B-J region. Lagrangian moisture source analysis indicates that most of the moisture for precipitation during these events comes from terrestrial sources, with central Asia the key moisture source region. The Eulerian moisture budget analysis further shows that most of the moisture for extreme precipitation enters the B-J region through its western boundary via enhanced southwesterly flow. These dynamical and moisture source analyses establish a set of valuable precursor conditions for predicting wintertime extreme precipitation events over the B-J region.					Xie, Zuowei/W-4590-2018; Lu, Hui/H-4349-2011; huang, wenyu/HTQ-5747-2023; Dong, Wenhao/HTP-0932-2023; Wang, Bin/P-9121-2014; Wang, Bin/D-9724-2012; Huang, Wenyu/M-7584-2014; Dong, Wenhao/B-7515-2019	Xie, Zuowei/0000-0001-5982-5056; Lu, Hui/0000-0003-1640-239X; Wang, Bin/0000-0001-7374-3786; Wang, Bin/0000-0002-3133-7197; Wright, Jonathon/0000-0001-6551-7017; He, Xinsheng/0000-0002-8067-9871; Huang, Wenyu/0000-0001-9722-5502; Dong, Wenhao/0000-0002-5662-5435													2169-897X	2169-8996				AUG 27	2020	125	16							e2019JD032275	10.1029/2019JD032275	http://dx.doi.org/10.1029/2019JD032275													WOS:000565638400033
J	Houshmandfar, A; O'Leary, G; Fitzgerald, GJ; Chen, Y; Tausz-Posch, S; Benke, K; Uddin, S; Tausz, M				Houshmandfar, Alireza; O'Leary, Garry; Fitzgerald, Glenn J.; Chen, Yang; Tausz-Posch, Sabine; Benke, Kurt; Uddin, Shihab; Tausz, Michael			Machine learning produces higher prediction accuracy than the Jarvis-type model of climatic control on stomatal conductance in a dryland wheat agro-ecosystem	AGRICULTURAL AND FOREST METEOROLOGY												We compared Support Vector Machine (SVM) and Random Forest (RF) machine learning approaches with the widely used Jarvis-type phenomenological model for predicting stomatal conductance (g(s)) in wheat (Triticum aestivum L.) using historical measurements collected in the Australian Grains Free-Air CO2 Enrichment (AGFACE) facility. The machine learning-based methods produced greater accuracy than the Jarvis-type model in predicting gs from leaf age, atmospheric [CO2], photosynthetically active radiation, vapour pressure deficit, temperature, time of day, and soil water availability (i.e. phenological and environmental variables determining gs). The R-2 was 0.76 for the Jarvis-type but 0.92 for SVM and 0.97 for RF machine learning-based models, with a calculated RMSE of 0.292 mol m(-2) s(-1) in the Jarvis-type compared to 0.129 mol m(-2) s(-1) in SVM and 0.081 mol m(-2) s(-1) in RF. The machine learning models, however, needed large datasets for training to achieve statistical significance, and do not offer the same opportunity to provide physiological insights through a statistically testable hypothesis. These results show that using the machine-learning based methods can achieve high prediction accuracy of gs that is especially important when incorporated into larger models, but their ability to extrapolate beyond observed data ranges will need to be assessed before they could be considered in place of the physical model.					Uddin, Shihab/W-3598-2019; Tausz, Michael/AHC-9128-2022	Uddin, Shihab/0000-0002-1257-4269; Tausz, Michael/0000-0001-8205-8561; Chen, Yang/0000-0003-2343-7443; Houshmandfar, Dr Alireza/0000-0003-0592-4926													0168-1923	1873-2240				JUL 15	2021	304								108423	10.1016/j.agrformet.2021.108423	http://dx.doi.org/10.1016/j.agrformet.2021.108423		APR 2021											WOS:000652014300014
J	Al-Wabel, MI; Ahmad, M; Ahmad, J; Lubis, NMA; Usman, ARA; Al-Farraj, ASF				Al-Wabel, Mohammad I.; Ahmad, Munir; Ahmad, Jahangir; Lubis, Nahrir M. A.; Usman, Adel R. A.; Al-Farraj, Abdullah S. F.			Assessing the prevalence of veterinary antibiotics and associated potential ecological risk in dryland soil, manure, and compost: A case study from Saudi Arabia	JOURNAL OF KING SAUD UNIVERSITY SCIENCE												Application of manure and compost can result in the accumulation of veterinary antibiotics in soil, subsequently posing ecological risks. The occurrence and potential ecological risk assessment of nine antibiotics (4 tetracyclines, 3 sulfonamides, and 2 macrolides) residues in soil, manure, and compost samples collected from Al-Kharj, Saudi Arabia are reported in this study. A total of 36 samples (20 soil, 8 manure, and 8 compost) were collected and their physiochemical characteristics were analyzed. Large variabilities were observed in organic matter, pH, electrical conductivity, and nutrient status. In the soil samples obtained, three textural groups were identified: sandy loam, loamy sand, and loam. Overall, the mean concentrations of all detected antibiotics measured were lower (<50 mu g kg(-1)) in all matrices (soil, manure, and compost). However, the mean concentrations of tetracycline (TC), doxycycline (DC), oxytetracycline (OT), and sulfamethoxazole (SMZ) were 97.96, 183.29, 101.24, and 69.58 mu g kg(-1), respectively, in manure samples, and 49.59, 93.26, 74.21, and 18.32 mu g kg(-1), respectively, in compost samples. The concentrations of antibiotics were highest in manure samples, then compost, and finally soil. The calculated risk quotient (RQ) values for the majority of the studied antibiotics were <0.1, indicating no to low adverse ecological effects. However, the higher RQ values for OT and DC suggested possible adverse ecological effects of these compounds in soil. (C) 2021 The Author(s). Published by Elsevier B.V. on behalf of King Saud University.					Al-Farraj, Abdullah S/P-4342-2014; Ahmad, Munir/O-4546-2019; al-wabel, Mohammad/C-7343-2015	Al-Farraj, Abdullah S/0000-0002-5000-9746; Ahmad, Munir/0000-0002-0199-0267; al-wabel, Mohammad/0000-0002-6223-2953; Auzaie, Nahrir/0009-0002-5622-441X													1018-3647	2213-686X				OCT	2021	33	7							101558	10.1016/j.jksus.2021.101558	http://dx.doi.org/10.1016/j.jksus.2021.101558		AUG 2021											WOS:000706785700014
J	Hantson, S; Huxman, TE; Kimball, S; Randerson, JT; Goulden, ML				Hantson, Stijn; Huxman, Travis E.; Kimball, Sarah; Randerson, James T.; Goulden, Michael L.			Warming as a Driver of Vegetation Loss in the Sonoran Desert of California	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES												Dryland ecosystems cover large regions of the Earth and have important impacts on global biogeochemistry and the carbon cycle. The plant species that occupy dryland environments have traits that enable them to withstand harsh environmental conditions, and some researchers have hypothesized that dryland vegetation may be comparatively resilient to changing climate, while others have pointed out that dryland vegetation often operates close to the physiological limits of many species, implying a possible vulnerability to warming. Here we use the Landsat archive to analyze vegetation dynamics for part of the Sonoran Desert and adjacent mountains in southern California. We show that large decreases in vegetation cover occurred over the last 34 years (1984-2017), especially across the xeric portions of our study region, where we observed a normalized difference vegetation index (NDVI) decline of 1.1 +/- 0.3% yr(-1). Changes in precipitation explain most of the year-to-year variation but are unable to fully explain the observed long-term decline in NDVI. Statistical models that combined summer temperature and mean annual precipitation explained more of the spatial and temporal structure of NDVI trends and implicate climate warming as an important driver of declining vegetation cover. The impact of warming contributed to a change in the precipitation-vegetation relationship through time for this desert region, indicating a structural change in ecosystem function during the study period. These results suggest that recent climate change has already had significant impact on these drylands and highlight the potential for future warming to increase risks for dryland ecosystems in other regions.					Hantson, Stijn/H-4785-2019; Goulden, Michael L/B-9934-2008; Kimball, Sarah/S-9166-2019	Hantson, Stijn/0000-0003-4607-9204; Kimball, Sarah/0000-0003-3789-4741; Foufoula-Georgiou, Efi/0000-0003-1078-231X; Randerson, James/0000-0001-6559-7387													2169-8953	2169-8961				JUN	2021	126	6							e2020JG005942	10.1029/2020JG005942	http://dx.doi.org/10.1029/2020JG005942													WOS:000666436400004
J	Boussios, D; Preckel, PV; Yigezu, YA; Dixit, P; Rekik, M; Hilali, ME; Wamatu, J; Haile, A; Shakhatreh, Y				Boussios, David; Preckel, Paul V.; Yigezu, Yigezu A.; Dixit, Prakash; Rekik, Mourad; Hilali, Muhi El Dine; Wamatu, Jane; Haile, Aynalem; Shakhatreh, Yahya			Agricultural resource and risk management with multiperiod stochastics: A case of the mixed crop-livestock production system in the drylands of Jordan	FRONTIERS IN ENVIRONMENTAL SCIENCE												Generally, agricultural production involves several challenges. In the drylands, it is further complicated by weather-related risks and resource degradation. In this paper, we present a case study of the mixed crop-livestock production system in Jordan. To better capture the nature of response farming in the drylands, we develop a methodology for using crop simulation models to directly generate data for optimizing production practices of an integrated crop-livestock producing household in a dynamic stochastic context. The approach optimizes producer's adaptations to random events, such as weather, which are realized throughout the planning horizon. To ensure the sustainability of the optimized production decisions, long-term valuations of end of horizon soil attributes are included in the objective function. This approach endogenizes the tradeoff between short-and long-run productivity. Model results show that due to the limited natural resource endowments and financial liquidity constraints of the typical farm households in the study area, we find these households have limited options. To optimally respond to weather conditions during the production season, better manage risk, and achieve improvements in soil attributes, a typical household would need larger farm size, larger flock, and better financial liquidity than it currently commands. Like all such models, the farm household model used in this paper is not suitable for drawing policy implications. Therefore, targeted analysis using appropriate sectoral or economy-wide models will be needed in the future to identify and test the efficacy of different policy and institutional interventions including land consolidation, establishment of producer and marketing cooperatives, access to financial services including agricultural credit, and crop insurance in expanding the resource base of farmers-thereby positioning them for higher earnings, ensuring soil conservation, and enhancing the sustainability of the production system.					Dixit, Prakash/AEM-1416-2022	Dixit, Prakash/0000-0003-0957-2972														2296-665X				OCT 7	2022	10								986816	10.3389/fenvs.2022.986816	http://dx.doi.org/10.3389/fenvs.2022.986816													WOS:000875629300001
J	Abdullah, T; Irwan, I; Kuswinanti, T; Daud, ID; Asman, A; Nasruddin, A; Agus, N				Abdullah, Tamrin; Irwan, Irwan; Kuswinanti, Tutik; Daud, Itji Diana; Asman, Asman; Nasruddin, Andi; Agus, Nurariaty			Entomopathogenic fungi isolated from agro-ecosystem soil in South Sulawesi, Indonesia	ASIAN JOURNAL OF AGRICULTURE AND BIOLOGY												Entomopathogenic fungi have been proved controlling plant pests, and most of the entomopathogenic fungi isolated from the agroecosystem. The research was carried out to characterize the entomopathogenic fungi diversity associated with different agroecosystem on a different location in South Sulawesi, Indonesia. Fungi of rice field ecosystems were found more diverse than on dryland ecosystems, and the genus was Fusarium species, Aspergillus species, Rhizopus species, Trichoderma species, Penicillium species, Rhizoctonia species and Metharizium species. Moreover, Fusarium species and Rhizopus species were the most frequent genus isolated from rice field ecosystem, while on dryland ecosystems, the fungus of Metharizium species found more frequent than Fusarium species and Aspergillus species According to a geographical location on rice field ecosystems. The number of fungi isolated on the regency of Gowa more numerous than regency of Sidrap, Takalar, and Pinrang. Meanwhile, on the dryland ecosystems, three locations were the city of Makassar, the regency of Maros, and the regency of Polman. Among three areas, the regency of Maros founded more fungi than regency of Polman and Makassar. This study exhibits the diversity of fungi on the rice field, and dryland ecosystems were quite different.					Abdullah, Tamrin/GQP-4136-2022; Asman, Asman/E-2467-2017; Kuswinanti, Tutik/GRF-4901-2022; Nasruddin, Andi/B-9082-2014; Nasruddin, Andi/AAU-4645-2020	Nasruddin, Andi/0000-0002-3999-3340; Asman, Asman/0000-0001-6405-2844													2307-8553					JAN-MAR	2020	8	1					17	23		10.35495/ajab.2019.05.197	http://dx.doi.org/10.35495/ajab.2019.05.197													WOS:000514821400003
J	González, RL; Artabe, LM; Hernández, YP; Ramos, JP; Carrasco, LR				Liriano Gonzalez, Ramon; Marrero Artabe, Leonel; Perez Hernandez, Yunel; Perez Ramos, Jovana; Rodriguez Carrasco, Luis			Agro-productive response of <i>Cicer arietinum</i> under different soil humidity conditions	CENTRO AGRICOLA												The aim of the present research was to evaluate the agro-productive response of chickpea (Cicer arietinum L.) under different soil humidity conditions. For that purpose, an experiment was carried out in areas of the UBPC "El Sordo", municipality Marti, Matanzas. Three treatments were studied: control (the watering was applied to indicate the Technical Handbook for the cultivation of chickpea on the Cuba conditions), unirrigated conditions and unirrigated + Trichoderma sp. At the moment of harvest, it was determined the number of legumes per plant, number of empty legumes per plants, number of seeds per legumes, number of seeds per plant, weight of 100 seeds (g) and yield (t ha-1). A total randomize design was used and data was processed with the statistic software STATGRAPHIC plus 5.1. The analyzed treatments affected the yield and their attributes on chickpea, variety JP 94. Control (with watering) showed the best response. The application of TRICOSAVE 34 based on Trichoderma harzianum strain A-34 unirrigated, did not increased the yield parameters evaluated.																			0253-5785	2072-2001				APR-JUN	2021	48	2					24	30																WOS:000681329000003
J	Hara, Y; Jodai, Y; Okinaga, T; Furukawa, M				Hara, Yutaka; Jodai, Yoshifumi; Okinaga, Tomoyuki; Furukawa, Masaru			Numerical Analysis of the Dynamic Interaction between Two Closely Spaced Vertical-Axis Wind Turbines	ENERGIES												To investigate the optimum layouts of small vertical-axis wind turbines, a two-dimensional analysis of dynamic fluid body interaction is performed via computational fluid dynamics for a rotor pair in various configurations. The rotational speed of each turbine rotor (diameter: D = 50 mm) varies based on the equation of motion. First, the dependence of rotor performance on the gap distance (gap) between two rotors is investigated. For parallel layouts, counter-down (CD) layouts with blades moving downwind in the gap region yield a higher mean power than counter-up (CU) layouts with blades moving upwind in the gap region. CD layouts with gap/D = 0.5-1.0 yield a maximum average power that is 23% higher than that of an isolated single rotor. Assuming isotropic bidirectional wind speed, co-rotating (CO) layouts with the same rotational direction are superior to the combination of CD and CU layouts regardless of the gap distance. For tandem layouts, the inverse-rotation (IR) configuration shows an earlier wake recovery than the CO configuration. For 16-wind-direction layouts, both the IR and CO configurations indicate similar power distribution at gap/D = 2.0. For the first time, this study demonstrates the phase synchronization of two rotors via numerical simulation.					Hara, Yutaka/D-3572-2019	Hara, Yutaka/0000-0002-3037-2468; Jodai, Yoshifumi/0000-0002-3824-2887; Furukawa, Masaru/0000-0002-8256-9596														1996-1073				APR	2021	14	8							2286	10.3390/en14082286	http://dx.doi.org/10.3390/en14082286													WOS:000644104100001
J	de Waal, J; Miller, J; van Niekerk, A				de Waal, Jan; Miller, Jodie; van Niekerk, Adriaan			The impact of agricultural transformation on water quality in a data-scarce, dryland landscape-a case study in the Bot River, South Africa	ENVIRONMENTAL MONITORING AND ASSESSMENT												Transformation of natural vegetation to cultivated fields has resulted in marked increases in water quality degradation and nutrient loading of rivers globally. In many developing countries, monitoring and evaluating the impacts of agriculture on water quality are limited by financial constraints and focus is given to large water bodies. This paper presents and discusses the results of a year-long monitoring of a typical river system in an agricultural setting, namely the Bot River, Western Cape, South Africa. Results show seasonal increases in N concentrations and SRP driven by surrounding agricultural activities. Water chemistry and changes to nutrient loads were found to be site specific, which demonstrates that monitoring programmes focussing on one or two sites are not representative of the entire catchment. Monitoring and reporting of small river systems are thus un(der)-represented in large databases such as the UN Global Environment Monitoring System for Freshwater (GEMS/Water) programme. The results highlight the importance of selecting appropriate and representative monitoring sites for these rivers when budgetary constraints limit the number of points that can be monitored sustainably. The findings should also be applicable to similar catchments in the Western Cape and beyond as they demonstrate the magnitude of seasonal nutrient fluxes in the system.																			0167-6369	1573-2959				JAN	2023	195	1							177	10.1007/s10661-022-10776-4	http://dx.doi.org/10.1007/s10661-022-10776-4								36471015					WOS:000894392400003
