PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Esubalew, T; Amare, T; Molla, E				Esubalew, Tilahun; Amare, Tadele; Molla, Eyayu			Quantification of soil nutrient balance and stock on smallholder farms at Agew Mariam watershed in northern Ethiopia	HELIYON												Soil fertility has been declining in many parts of Ethiopia, moreover limits agricultural production, sustainability and food security. Nutrient balance is used to evaluate the state of soil fertility, rate of nutrient depletion, sustainability of land productivity, as well as to take the appropriate management decisions. This study was conducted to quantify soil nutrient balance and stocks on smallholder farms at Agew Mariam watershed, in northern Ethiopia in the 2020/21 season. The inflows-outflows of NPK into, and out of barley, tef, and wheat farms were determined through, field measurement, laboratory analysis and interviews. The nutrient balance in each crop was quantified by subtracting nutrient outputs from the inputs. The N partial balance of barley, tef and wheat was -66, -9.8, and -50.7 kg ha-1 yr- 1fields, respectively. The P balance was also -5.9, 0.9, and -2.6 kg ha-1 yr- 1 for barley, tef, and wheat fields, respectively. The K balance was -12.3, -3.2, and -5.4 kg ha-1 yr- 1 in barley, tef, and wheat fields, respectively. The analysis revealed that N, P, and K had negative values except for P in tef. The stock of N was 1295, 1510, and 1240 in barley, tef, and wheat kg ha- 1fields, respectively. The P stock was 63, 18.7, and 27.5 kg ha-1 in barley, tef, and wheat farms, respectively. Similarly, K stock was 1092.7, 1059.4, and 1090.6 kg ha-1 in barley, tef, and wheat cropping systems, respectively. Reversing the imbalance between inflows and outflows via adding organic and inorganic fertilizer is essential for barley, tef, and wheat cropping systems in the study area.																				2405-8440				APR	2023	9	4							e14832	10.1016/j.heliyon.2023.e14832	http://dx.doi.org/10.1016/j.heliyon.2023.e14832		MAR 2023						37025875					WOS:000999813000001
J	Bonfil, DJ; Abbo, S; Degen, D; Simchon, Y; Ben-David, R				Bonfil, David J.; Abbo, Shahal; Degen, Doron; Simchon, Yasmin; Ben-David, Roi			Towards stable wheat grain yield and quality under climatic instability	AGRONOMY JOURNAL												Global wheat production is likely to be affected by projected warming and water scarcity. As climate changes faster than breeding, we focused on genotypic and environmental effects on grain production and quality of present wheat cultivars. To mimic the continuous challenges farmers face given the erratic rainy seasonal and temperature pattern of the Eastern Mediterranean, 15 commercial hard spring wheat (HSW) cultivars were evaluated at Gilat Research Center, Israel, over four seasons constituting 33 independent dryland field environments. Grains of HSW samples from commercial and experimental nurseries across Israel over three seasons were also analyzed to represent the Eastern Mediterranean wheat agroclimatic span. Samples were analyzed for grain yield and quality traits. High humidity and mild temperature during grain filling were associated with higher production, flour extraction, and dough extensibility; whereas high precipitation was mainly associated with lower protein, lower gluten content, and dough tenacity. Correlation between grain protein content and wet gluten was affected by environment and is cultivar dependent, as precipitation during a specific phase plays a major factor for some cultivars, while others are affected more by temperature, humidity, or other factors. Test weight and gluten index showed the clearest relation between performance and variation, enabling to identify cultivar stability across environments. Stable cultivars are more acceptable in the market, however, if a specific quality parameter is highly important for the millers and/or the bakers then the stability of this parameter under multiple growth conditions might serve as a decision support tool for on-farm commercial cultivar selection.																			0002-1962	1435-0645				JUL	2023	115	4					1622	1639		10.1002/agj2.21351	http://dx.doi.org/10.1002/agj2.21351		MAY 2023											WOS:000983929600001
J	Allen, BL; Lenssen, AW; Sainju, UM; Jabro, JD; Stevens, WB				Allen, Brett L.; Lenssen, Andrew W.; Sainju, Upendra M.; Jabro, Jalal D.; Stevens, William B.			Nitrogen use in spring wheat affected by crop diversification, management, and tillage	AGRONOMY JOURNAL												Dryland wheat production potential in the northern Great Plains (NGP) often is limited by N availability affected by various management practices. A 4-yr study was conducted in northeast Montana to relate spring wheat (Triticum aestivum L.) productivity and N utilization to management system (conventional and ecological), tillage (till and no-till), and four crop rotations (continuous spring wheat, spring wheat-pea [Pisum sativum L.], spring wheat-hay barley [Hordeum vulgare L.]-pea, and spring wheat-hay barley-corn [Zea mays L.]-pea). Ecological management included greater seeding rates, delayed planting dates, banded N fertilizer, and increased stubble height compared with conventional management with standard seeding rates and planting dates, short stubble height, and broadcast N fertilizer. Continuous spring wheat showed the lowest grain yield, with the least efficient utilization of N compared with 2-, 3-, and 4-yr rotations. Mineral nitrogen use efficiency was 37% lower for continuous wheat than for other rotations. Increasing the complexity of crop rotation had little impact on wheat production or N relationships. The delayed planting date associated with ecological management of spring wheat contributed to 33% less efficient use of N compared with an early planting date with conventional management. Overall, results indicated that crop rotation and management system often affected N relationships with wheat production, whereas the effects of tillage differed with year. Differences in yield and N use of spring wheat varied among years, underscoring the need to refine management systems given the highly variable precipitation patterns typical of the NGP.						Sainju, Upendra/0000-0001-6943-733X													0002-1962	1435-0645				MAY	2021	113	3					2437	2449		10.1002/agj2.20686	http://dx.doi.org/10.1002/agj2.20686		MAY 2021											WOS:000656267500001
J	Meinhold, K; Darr, D				Meinhold, Kathrin; Darr, Dietrich			Using a multi-stakeholder approach to increase value for traditional agroforestry systems: the case of baobab (<i>Adansonia digitata</i> L.) in Kilifi, Kenya	AGROFORESTRY SYSTEMS												The baobab tree (Adansonia digitata L.) is an integral component of many dryland farming systems in sub-Sahara Africa. Such traditional agroforestry systems can foster a variety of benefits; besides positive livelihood implications baobab can particularly address food security objectives due to its highly nutritious fruits. However, many bottlenecks persist inhibiting the broader potential of indigenous trees in farming systems and their increased utilisation and commercialisation. We suggest that traditional farming systems with baobab trees can be advanced by stimulating the emergence of local markets for baobab products while promoting businesses and innovations aimed at meeting the arising market demand. Increasing the perceived value of local agroforestry products in combination with facilitating additional commercialisation pathways will in turn lead to food security and livelihood benefits. Using a multi-stakeholder approach such considerations were put into practice in Kilifi, Kenya, by initiating a community-based enterprise development producing high-quality baobab powder and oil. Initial results demonstrate behavioural changes, an improved practical knowhow with regard to baobab management and utilisation, and an increased consumption of baobab, which may already contribute to food security objectives. Baobab is increasingly seen as a valuable resource as opposed to 'food for the poor' and a tree possessed by evil spirits. This may lay the groundwork for further value addition activities and enterprise development in the communities. With baobab being a common, yet so far underutilised feature of local farming systems in Kilifi, activities based on its increasing commercialisation can be complementary and easily integrable to prevailing livelihood strategies.					Darr, Dietrich/E-3010-2017	Darr, Dietrich/0000-0002-7235-0275; Meinhold, Kathrin/0000-0003-3121-5752													0167-4366	1572-9680				OCT	2021	95	7			SI		1343	1358		10.1007/s10457-020-00562-x	http://dx.doi.org/10.1007/s10457-020-00562-x		NOV 2020											WOS:000587097300001
J	Lee, S; Kim, S; Yoon, H				Lee, Sunggyu; Kim, Soyoun; Yoon, Heeyeun			Analysis of differences in vegetation phenology cycle of abandoned farmland, using harmonic analysis of time-series vegetation indices data: the case of Gwangyang City, South Korea	GISCIENCE & REMOTE SENSING												Globally, countries have experienced substantial increases in farmland abandonment. Although vegetation phenology is a key factor for the classification of land use, understanding of the phenological change of abandoned farmland is lacking. Using harmonic analysis of NDVI and NDWI extracted from Landsat imagery, this study investigates the distinctive phenological characteristics of abandoned farmland, which contrasts with that of three other agricultural types (paddy, agricultural field, orchard) in the study site of Gwangyang City in Jeollanam Province, South Korea. The results suggest that abandoned farmland has higher overall greenness coverage and overall water content in vegetation than the other uses. In terms of both indices, abandoned farmlands changed with relatively less fluctuation than those of other uses, suggesting the existence of constant and unmanaged vegetation from ecological succession, which differs from crop fields that undergo cultivation procedures. The significant harmonic components differed among agricultural types and vegetation indices. In paddy, NDVI was explained with multiple, higher-order harmonic components, while in other types only first-order components met the 5% statistical significance level. With NDWI, land types were more clearly discernible, because of the different cultivation procedures involving water: wet-field method (paddy), dryland farming (orchard, agricultural field), and no cultivation (abandoned farmland). The analysis confirms that harmonic analysis could be useful in discerning abandoned farmland among areas of active agricultural use and shows that the statistical significance of harmonic terms can be employed as indicators of different agricultural types. The observed pattern of the geographic distribution of abandoned farmland has policy implications for the promotion of sustainable reuse of marginal farmland.																			1548-1603	1943-7226				APR 2	2020	57	3					338	351		10.1080/15481603.2019.1698490	http://dx.doi.org/10.1080/15481603.2019.1698490		DEC 2019											WOS:000501632300001
J	Heidari, S; Azizinezhad, R; Haghparast, R; Heidari, P				Heidari, Sh; Azizinezhad, R.; Haghparast, R.; Heidari, P.			EVALUATION OF THE ASSOCIATION AMONG YIELD AND CONTRIBUTING CHARACTERS THROUGH PATH COEFFICIENT ANALYSIS IN ADVANCED LINES OF DURUM WHEAT UNDER DIVERSE CONDITIONS	JOURNAL OF ANIMAL AND PLANT SCIENCES-JAPS												The present study was carried out at Sararood Dryland Agricultural Research Institute (DARI), during the growing season 2011-13 under rain-fed and irrigated conditions to investigate association among yield and yield contributing characters and to determine the suitable selection criteria in durum wheat breeding for higher yields. Field experiments were performed in a triplicated randomized block design. Combined analysis of variance revealed significant differences between lines for the most of traits studied. Traits of the number of fertile stems (NFS), number of grains per spike (NGPS) and thousand-kernel weight (TKW) were not affected by conditions x lines interaction effects. According to the stepwise regression analysis NFS and NGPS entered in the model and were recognized as the most effective traits on durum wheat grain yield under both irrigated and rain-fed conditions. Whiles NFS and NGPS have been recommended as selection criteria for increasing yield of durum wheat only in the rain-fed condition based on the result of path analysis and indirect effects. Advanced Wheat Line (ADWL)-3, ADWL-8, ADWL-10 and ADWL -7 are suggested useful considering production of desirable NFS, and ADWL -12 and ADWL -16 considering production of desirable NGPS, for further breeding programs and commercial release in the rain-fed condition. Days to physiological maturity (DM) has been recommended as a selection criterion only in the irrigated condition. ADWL -5 and ADWL-1 were selected considering maximum number of DM whiles these lines can adjust their buffered state in response to environmental fluctuations in such a way that they give maximum economic grain yield.					Azizinezhad, Reza/AAW-9479-2021	Azizinezhad, Reza/0000-0003-1752-2975													1018-7081	2309-8694				OCT	2019	29	5					1325	1335																WOS:000490713600013
J	Rotz, RR; Milewski, AM				Rotz, R. R.; Milewski, A. M.			Physical modeling of inland freshwater lens formation and evolution in drylands	HYDROGEOLOGY JOURNAL												Dryland inland freshwater lenses (IFLs) that have been topographically induced are represented using physically modeled laboratory simulations, to characterize the stages of IFL evolution (i.e. formation, migration, degradation) as a function of recharge rate. Arid regions with shallow brackish to saline groundwater possess IFLs. The position and geometry (i.e. thickness, length) of IFLs over varying temporal and spatial scales is poorly understood due to their transient nature. The physically modeled IFLs in this study formed from an initial recharge pulse, after which IFL geometry was measured over time as it flowed in the direction of simulated groundwater flow. The time required for an IFL to reach the maximum thickness exhibited a negative exponential correlation to recharge rate. At IFL formation, thickness and length were positively correlated, and the ratio of IFL thickness to length exhibited a positive exponential correlation to recharge rate. After IFL formation, the central position of the simulated IFLs migrated laterally in the direction of groundwater flow at a velocity less than the range of applied recharge rates and greater than the groundwater flow velocities. The time required for the IFL to reach a minimum thickness, or IFL degradation, exhibited a positive exponential correlation to recharge rate. The Dupuit-Ghyben-Herzberg solution used to model coastal freshwater lens thickness was tested against the physically modeled IFLs and deemed invalid. A correction factor and modified solution are provided to predict IFL thickness, providing motivation for future analytical and numerical studies on inland variable-density groundwater systems in arid regions globally.						Milewski, Adam/0000-0003-0494-8002													1431-2174	1435-0157				AUG	2019	27	5					1597	1610		10.1007/s10040-019-01940-1	http://dx.doi.org/10.1007/s10040-019-01940-1													WOS:000475982700005
J	Wang, LX; Kaseke, KF; Ravi, S; Jiao, WZ; Mushi, R; Shuuya, T; Maggs-Kölling, G				Wang, Lixin; Kaseke, Kudzai Farai; Ravi, Sujith; Jiao, Wenzhe; Mushi, Roland; Shuuya, Titus; Maggs-Kolling, Gillian			Convergent vegetation fog and dew water use in the Namib Desert	ECOHYDROLOGY												Nonrainfall water inputs (e.g., fog and dew) are the least studied hydrological components in ecohydrology. The importance of nonrainfall waters on vegetation water status in arid ecosystems is receiving increasing attention. However, a clear understanding on how common plant water status benefits from nonrainfall waters, the impacts of different types of fog and dew events on vegetation water status, and the vegetation uptake mechanisms of nonrainfall waters is still lacking. In this study, we used concurrent leaf and soil water potential measurements from 3 years to investigate the species-specific capacity to utilize moisture from fog and dew within the Namib Desert. Eight common plant species in the Namib Desert were selected. Our results showed that both fog and dew significantly increased soil water potential. Seven of the eight plant species studied responded to fog and dew events, although the magnitude of the response differed. Plants generally showed stronger responses to fog than to dew. Fog timing seemed to be an important factor determining vegetation response; for example, night fog did not affect plant water potential. We also found that Euclea pseudebenus and Faidherbia albida likely exploit fog moisture through foliar uptake. This study provides a first comprehensive assessment of the effects of nonrainfall waters on plant water status within the Namib Desert. Furthermore, this study highlights the importance of concurrent leaf and soil water potential measurements to identify the pathways of nonrainfall water use by desert vegetation. Our results fill a knowledge gap in dryland ecohydrology and have important implications for other drylands.					Jiao, Wenzhe/HCH-9785-2022; Ravi, Sujith/C-3586-2008; Jiao, Wenzhe/AAR-7843-2020; Kaseke, Kudzai Farai/AAH-3182-2019; Wang, Lixin/A-2572-2008	Ravi, Sujith/0000-0002-0425-9373; Kaseke, Kudzai Farai/0000-0002-3856-0711; Wang, Lixin/0000-0003-0968-1247; Jiao, Wenzhe/0000-0002-2173-4041													1936-0584	1936-0592				OCT	2019	12	7							e2130	10.1002/eco.2130	http://dx.doi.org/10.1002/eco.2130		JUL 2019											WOS:000476250800001
J	Valliere, JM; Zhang, J; Sharifi, MR; Rundel, PW				Valliere, Justin M.; Zhang, Jacqueline; Sharifi, M. Rasoul; Rundel, Phillip W.			Can we condition native plants to increase drought tolerance and improve restoration success?	ECOLOGICAL APPLICATIONS												A common method in ecological restoration is the transplanting of nursery-grown seedlings to the field and, with proper resources, this technique can be highly successful. However, stressors such as drought may negatively impact plant performance and restoration success, especially in dryland ecosystems. Furthermore, increasing environmental change may hamper the ability of practitioners to restore native vegetation. A growing body of research suggests that exposing plants to a stressor may improve tolerance to subsequent stress events later in life. We sought to understand if such a phenomenon could be exploited in order to improve plant drought-tolerance and aid native plant restoration in southern California. In a multi-phase experiment, we first exposed seedlings of native perennials to episodic drought and then later compared the response of these plants to a second drought event to that of well-watered controls. We also transplanted replicates of both treatments to a restoration site in the field to test whether exposure to drought as a seedling could improve plant performance. Plant species responded to drought differently, with species exhibiting the full range of positive, neutral, and negative responses to temporal variability in water stress. However, some species appeared to benefit from drought preconditioning, exhibiting greater growth and increased water-use efficiency compared to well-watered plants. This suggests that simple applications of stress treatments could improve plant growth and stress tolerance, but the success of this method is likely very species specific. Restoration practitioners should consider conducting pilot studies with target plant species to better understand if this technique could assist in achieving restoration goals.																			1051-0761	1939-5582				APR	2019	29	3							e01863	10.1002/eap.1863	http://dx.doi.org/10.1002/eap.1863								30831005					WOS:000463954800012
J	Hernández-Clemente, R; Hornero, A; Gonzalez-Dugo, V; Berdugo, M; Quero, JL; Jiménez, JC; Maestre, FT				Hernandez-Clemente, R.; Hornero, A.; Gonzalez-Dugo, V.; Berdugo, M.; Quero, J. L.; Jimenez, J. C.; Maestre, F. T.			Global monitoring of soil multifunctionality in drylands using satellite imagery and field data	REMOTE SENSING IN ECOLOGY AND CONSERVATION												Models derived from satellite image data are needed to monitor the status of terrestrial ecosystems across large spatial scales. However, a remote sensing-based approach to quantify soil multifunctionality at the global scale is missing despite significant research efforts on this topic. A major constraint for doing so is the availability of suitable global-scale field data to calibrate remote sensing indicators (RSI) and, to a lesser extent, the sensitivity of spectral data of available satellite sensors to soil background and atmospheric conditions. Here, we aimed to develop a soil multifunctionality model to monitor global drylands coupling ground data on 14 soil functions of 222 dryland areas from six continents to 18 RSI derived from a time series (2006-2013) Landsat dataset. Among the RSI evaluated, the chlorophyll absorption ratio index was the best predictor of soil multifunctionality in single-variable-based models (r = 0.66, P < 0.01, NMRSE = 0.17). However, a multi-variable RSI model combining the chlorophyll absorption ratio index, the global environment monitoring index and the canopy-air temperature difference improved the accuracy of quantifying soil multifunctionality (r = 0.73, P < 0.01, NMRSE = 0.15). Furthermore, the correlation between RSI and soil variables shows a wide range of accuracy with upper and lower values obtained for AMI (r = 0.889, NMRSE = 0.05) and BGL (r = 0.685, NMRSE = 0.18) respectively. Our results provide new insights on assessing soil multifunctionality using RSI that may help to monitor temporal changes in the functioning of global drylands effectively.					Hernández-Clemente, Rocío/B-5553-2015; Quero, José Luis/M-1074-2013; Berdugo, Miguel/AEX-9525-2022; Hornero, Alberto/AAB-1123-2021; Jimenez-Munoz, Juan Carlos/K-2903-2015; Gonzalez-Dugo, Victoria/M-5871-2015	Hernández-Clemente, Rocío/0000-0002-4434-8346; Quero, José Luis/0000-0001-5553-506X; Berdugo, Miguel/0000-0003-1053-8907; Hornero, Alberto/0000-0002-8434-2168; Jimenez-Munoz, Juan Carlos/0000-0001-7562-4895; Gonzalez-Dugo, Victoria/0000-0002-1445-923X														2056-3485				2023 MAY 24	2023										10.1002/rse2.340	http://dx.doi.org/10.1002/rse2.340		MAY 2023											WOS:000993587600001
J	Masao, CA; Igoli, J; Liwenga, ET				Masao, Catherine Aloyce; Igoli, John; Liwenga, Emma T.			Relevance of Neglected and Underutilized Plants for Climate Change Adaptation & Conservation Implications in Semi-arid Regions of Tanzania	ENVIRONMENTAL MANAGEMENT												Neglected and underutilized plant species (NUS) in Tanzania are maintained by socio-cultural preferences. However, a majority remains inadequately characterized and neglected by research and conservation initiatives. Over long time ago, the NUS have been part of the major component in the food systems of local communities especially in the dryland areas to overcome challenges brought about by uncertain climatic conditions. This study documents the NUS diversity and indigenous knowledge on their availability, agronomic and cultural practices in the Semi-arid zones of Tanzania to verify their economic potentials and promote their sustainable utilization for climate change adaptation as well as natural resources conservation. The study involved field plant identification, quantification and participatory rural appraisals (PRAs). The results indicate that the study regions have very rich diversity of NUS contributing significantly to the people's adaptation to drought conditions and food shortages in the areas. The NUS in the studied regions had varied uses including food and medicine. A majority of the consulted farmers in the study area indicated that the NUS utilized in the areas were either minimally cultivated on farms, freely obtained from the wild or grew as weeds in the farmlands. Despite the potentials for NUS in contributing to climate change adaptation in the areas, so far there have been no efforts geared towards their sustainable utilization and conservation. It is observed that promotion of NUS through improved packaging and marketing could contribute to the economy of the local people who have access to NUS in the area and therefore enhance resilience of semi-arid communities.					Liwenga, Emma Teresa/IWD-9972-2023	Liwenga, Emma Teresa/0000-0003-1731-3428													0364-152X	1432-1009				JAN	2023	71	1			SI		114	130		10.1007/s00267-022-01656-1	http://dx.doi.org/10.1007/s00267-022-01656-1		MAY 2022						35546364					WOS:000793638300002
J	Schönfelder, T				Schoenfelder, Timm			Reinventing the Steppe: The <i>Agromeliorative Complex</i> in the Russian Periphery	SLAVIC REVIEW												For centuries, the steppe had served as a frontier and as a borderland to the Russian empire. In the 1930s, however, the semi-arid fields to the northeast of Stavropol became the object of intensified agricultural reclamation. Following the Central Asian example of dryland irrigation, the Soviet leadership dreamed of transforming the steppe biome into an oasis of high-modernist progress. Promises of plentiful yields fueled the planning of new hydro-infrastructures devised to counter the destructive forces of nature and to make the steppe bloom. Poverty, hunger, and natural disasters were to be threats of the past. As large swaths of land in the North Caucasus were re-imagined on the drawing boards of Soviet hydro-engineers, an agromeliorative complex evolved that favored large-scale solutions over locally adapted means. From 1965, this complex was represented by the Ministry of Melioration and Water Management (Minvodkhoz). It was supported by leading members of the nomenklatura like Nikita Khrushchev, Leonid Brezhnev, and Mikhail Gorbachev. However, their one-sided reclamation policies ignored ample warnings on soil erosion and agricultural degradation that were caused by excessive irrigation. As a result, yields declined whereas state investment continually increased. This paper shows how the vision to convert semi-arid lands into blossoming oases of progress created a path dependency with largely devastating consequences, as the hydro-engineers did not acknowledge the fragile ecosystem of the steppe. This reveals a deep and systemic sustainability crisis within Soviet agriculture that contributed to the economically fueled collapse of 1991.						Schonfelder, Timm/0000-0002-3135-7665													0037-6779	2325-7784					2022	81	1					32	+	PII S0037677922000778	10.1017/slr.2022.77	http://dx.doi.org/10.1017/slr.2022.77													WOS:000830425600007
J	Petrosillo, I; Valente, D; Mulder, C; Li, BL; Jones, KB; Zurlini, G				Petrosillo, Irene; Valente, Donatella; Mulder, Christian; Li, Bai-Lian; Jones, K. Bruce; Zurlini, Giovanni			The Resilient Recurrent Behavior of Mediterranean Semi-Arid Complex Adaptive Landscapes	LAND												Growing external pressures from human activities and climate change can exacerbate desertification, compromising the livelihoods of more than 25% of the world's population. The dryland mosaic is defined by land covers that do not behave similarly, and the identification of their recurring or irregular changes over time is crucial, especially in areas susceptible to become desertified. To this aim, the methodological approach of this research is based on the integration of non-linear data analysis techniques, such as recurrence plots (RPs) and recurrence quantification analysis (RQA), applied to the Enhanced Vegetation Index (EVI), which is a functional ecological proxy of above ground net primary production. The research exploits the recurring change detected in vegetation cover over time to gauge the predictable (resilient) behavior of the EVI as well as its chaoticity in a semi-arid Mediterranean region (Apulia, Italy). Interestingly, the results have shown the spatial rendering of recurrence variables, confirming the well-known hot spots of soil degradation and desertification taking place in the region, which are characterized by greater EVI chaoticity, but they have also identified new potential candidate sites. As a result, the susceptibility to land degradation, as measured by the EVI-RQA approach, can help in measuring land desertification with evident operational benefits for landscape planning. The novelty of the research lies in the spatially explicit identification of resilient and less resilient areas to desertification that can support the definition of more targeted interventions and conservation priorities for better planning and sustainable management of Mediterranean drylands.					Mulder, Christian/N-4726-2015; Valente, Donatella/AAY-4679-2020	Mulder, Christian/0000-0001-5735-6989; Valente, Donatella/0000-0002-4566-1473; Li, Bai-Lian/0000-0001-8770-4956; Zurlini, Giovanni/0000-0002-2432-5294														2073-445X				MAR	2021	10	3							296	10.3390/land10030296	http://dx.doi.org/10.3390/land10030296													WOS:000633813000001
J	Li, MX; Wu, PL; Ma, ZG; Lv, MX; Yang, Q				Li, Mingxing; Wu, Peili; Ma, Zhuguo; Lv, Meixia; Yang, Qing			Changes in Soil Moisture Persistence in China over the Past 40 Years under a Warming Climate	JOURNAL OF CLIMATE												Variability in soil moisture has implications for regional terrestrial environments under a warming climate. This paper focuses on the spatiotemporal variability in the intra-annual persistence of soil moisture in China using the fifth-generation reanalysis dataset by the European Centre for Medium-Range Weather Forecasts for the period 1979-2018. The results show that in China, the mean intra-annual persistence in the humid to arid zones increased from 60 to 115 days in the lower layer but decreased from 19 to 13 days and from 25 to 14 days in the upper and root layers, respectively. However, these changes were strongly attenuated in extremely dry and wet regions due to the scarcity of soil moisture anomalies. Large changes in persistence occurred in the lower soil layer in dryland areas, with a mean difference of up to 40 days between the 2010s and the 1980s. Overall increasing trends dominated the large-scale spatial features, despite regional decreases in the eastern arid zone and the North and Northeast China plains. In the root layer, the two plains experienced an expanded decrease while on the Tibetan Plateau it was dominated by decadal variability. These contrasting changes between the lower and root layers along the periphery of the transition zone was a reflection of the enhanced soil hydrological cycle in the root layer. The enhanced persistence in drylands lower layer is an indication of the intensified impacts of soil moisture anomalies (e.g., droughts) on terrestrial water cycle. These findings may help the understanding of climate change impacts on terrestrial environments.					吕, 美霞/HKF-7986-2023; Li, 李明星 Mingxing/AAJ-6084-2020	吕, 美霞/0000-0002-4278-9551; Li, 李明星 Mingxing/0000-0002-1427-8092; Wu, Peili/0000-0001-7908-7062													0894-8755	1520-0442				NOV 15	2020	33	22					9531	9550		10.1175/JCLI-D-19-0900.1	http://dx.doi.org/10.1175/JCLI-D-19-0900.1													WOS:000589812200002
J	Sosa, V; Guevara, R; Gutiérrez-Rodríguez, BE; Ruiz-Domínguez, C				Sosa, Victoria; Guevara, Roger; Gutierrez-Rodriguez, Brandon E.; Ruiz-Dominguez, Catalina			Optimal areas and climate change effects on dragon fruit cultivation in Mesoamerica	JOURNAL OF AGRICULTURAL SCIENCE												Climbing cacti with edible fruits have been proposed as new dryland fruit crops because their high water-use efficiency reduces water requirement. One lineage of climbers in the cactus family, the Hylocereus group of Selenicereus, includes several species that produce edible fruits and is currently cultivated around the world. Fruits are known as pitahayas, pitayas or dragon fruit. Here, by means of ecological niche-based modelling and analytical hierarchical modelling, the optimal areas for cultivating the three main species of this group in Mesoamerica - Selenicereus costaricensis, Selenicereus ocamponis and Selenicereus undatus - are identified. Data on distribution, physiological requirement and host preferences are taken into account to carry out ecological modelling for current and future scenarios of climate and determine its impact on cultivation. Two MIROC climatic future models, one optimistic (ssp216) and a pessimistic (ssp585) were selected and 554 records from Mexico and Central America were gathered. For all three species, temperature and precipitation seasonality, and solar radiation were the most significant variables in the niche modelling. In addition, for S. undatus the most important hosts, three species of mesquite legume trees were significant to forecast suitable areas for planting. Large areas on the Pacific side from Sinaloa to Costa Rica were predicted as favourable for cultivating the studied three species. Future scenarios of climate change predicted increase of suitable areas for two species and in particular for S. undatus the increment was the largest. Therefore, dragon fruits are corroborated as promising fruits in view of climate change.					Sosa, Victoria/A-5798-2013; Guevara, Roger/F-3287-2010	Sosa, Victoria/0000-0002-0584-1672; Guevara, Roger/0000-0003-0768-3580; Gutierrez Rodriguez, Brandon Eduardo/0000-0001-8280-0340													0021-8596	1469-5146				AUG	2020	158	6					461	470	PII S0021859620000775	10.1017/S0021859620000775	http://dx.doi.org/10.1017/S0021859620000775													WOS:000607395300003
J	Omondi, SF; Githae, EW; Khasa, DP				Omondi, Stephen F.; Githae, Eunice W.; Khasa, Damase P.			Long-distance gene flow in <i>Acacia senegal:</i> Hope for disturbed and fragmented populations	ECOLOGY AND EVOLUTION												Even though pollen and seed dispersals are some of the important factors that determine tree species survival across landscapes, gene dispersal data of important tropical dryland tree species such as Acacia senegal that are undergoing various population disturbances remain scarce. Understanding patterns of gene dispersal in these ecosystems is important for conservation, landscape restoration and tree improvement. We investigated pollen and seed mediated gene flow in two A. senegal populations of contrasting state (less disturbed and heavily undisturbed) using nine microsatellites and 128 genotyping-by-sequencing single nucleotide polymorphism (SNPs) multilocus genotypes of two growth stages (juvenile and adult trees) and their spatial locations. We performed parentage assignments using likelihood approach and undertook spatial genetic structure (SGS) analyses for the two growth stages through correlation among kinship coefficients and geographical distances between pair of individuals. The SNPs showed higher resolving power and assignment rates than microsatellites; however, a combination of the two marker-types improved the assignment rate and provided robust parentage assessments. We found evidence of long-distance (up to 210 m) pollination events for both populations; however, the majority of seed dispersal was found closer to the putative maternal parent. On average, parentage analysis showed high amounts of pollen (40%) and seed (20%) immigration in both populations. Significant positive SGS was found only for the adult cohorts in the less disturbed population for distance classes 20 and 40 m, indicating historical short-distance seed dispersals. Our results suggest long-distance gene flow within the species and we recommend conservation of remnant and isolated populations or individual trees to promote genetic connectivity.																			2045-7758					JUL	2023	13	7							e10292	10.1002/ece3.10292	http://dx.doi.org/10.1002/ece3.10292								37449018					WOS:001028935200001
